年级单元,单词,音标,释义,例句
七年级下册U8,enemy,/ˈenəmi/,敌人,He has no enemies.
七年级下册U8,unless,/ənˈles/,除非；如果不,You can't win unless you try.
七年级下册U8,war,/wɔː(r)/,战争,The war ended in peace.
七年级下册U8,peace,/piːs/,和平,We all want peace.
七年级下册U8,soldier,/ˈsəʊldʒə(r)/,士兵；战士,The soldier is brave.
七年级下册U8,win,/wɪn/,赢得；获胜,They win the war.
七年级下册U8,forever,/fərˈevə(r)/,永远,We will be friends forever.
八年级上册U1,ancient,/ˈeɪnʃənt/,古代的；古老的,China is an ancient country.
八年级上册U1,camp,/kæmp/,度假营；营地；露营,We went camping last summer.
八年级上册U1,landscape,/ˈlændskeɪp/,风景；景色,The landscape is beautiful.
八年级上册U1,strange,/streɪndʒ/,奇怪的；陌生的,I saw a strange thing.
八年级上册U1,vacation,/veɪˈkeɪʃn/,假期；度假,I am on summer vacation.
八年级上册U1,fantastic,/fænˈtæstɪk/,极好的；了不起的,The trip was fantastic!
八年级上册U1,town,/taʊn/,镇；商业区,Let's go to town.
八年级上册U1,breath,/breθ/,呼吸的空气；一口气,Take a deep breath.
八年级上册U1,especially,/ɪˈspeʃəli/,尤其；特别,I like fruit especially apples.
八年级上册U1,anywhere,/ˈeniweə(r)/,在任何地方,Did you go anywhere interesting?
八年级上册U1,nothing,/ˈnʌθɪŋ/,没有事；没有任何东西,Nothing is impossible.
八年级上册U1,guide,/ɡaɪd/,导游；指南；手册,Our guide is very helpful.
八年级上册U1,scenery,/ˈsiːnəri/,风景；景色,The scenery is amazing.
八年级上册U1,silk,/sɪlk/,丝绸；（蚕）丝,This dress is made of silk.
八年级上册U1,scarf,/skɑːf/,围巾；披巾,She wears a red scarf.
八年级上册U1,ready,/ˈredi/,准备好的,Are you ready for class?
八年级上册U1,somewhere,/ˈsʌmweə(r)/,在某处；到某处,I want to go somewhere warm.
八年级上册U1,myself,/maɪˈself/,我自己,I taught myself English.
八年级上册U1,hotel,/həʊˈtel/,旅馆；旅社,We stayed in a hotel.
八年级上册U1,comfortable,/ˈkʌmftəbl/,使人舒服的；舒适的,The bed is comfortable.
八年级上册U1,bored,/bɔːd/,厌倦的；烦闷的,I feel bored at home.
八年级上册U1,sky,/skaɪ/,天；天空,The sky is blue.
八年级上册U1,towards,/təˈwɔːdz/,向；朝,He walked towards the door.
八年级上册U1,rainbow,/ˈreɪnbəʊ/,虹；彩虹,There is a rainbow after rain.
八年级上册U1,square,/skweə(r)/,广场；正方形,Tiananmen Square is huge.
八年级上册U1,during,/ˈdjʊərɪŋ/,在……期间,During summer I swim.
八年级上册U1,victory,/ˈvɪktəri/,胜利；成功,The team celebrated their victory.
八年级上册U1,Russian,/ˈrʌʃn/,俄罗斯的；俄语,He is from Russia.
八年级上册U1,fight,/faɪt/,战斗；搏斗,Don't fight with others.
八年级上册U1,against,/əˈɡenst/,反对；与……相反,We are against the plan.
八年级上册U1,artwork,/ˈɑːtwɜːk/,艺术作品；插图,The artwork is beautiful.
八年级上册U1,tear,/tɪə(r)/,眼泪；泪水,She wiped away her tears.
八年级上册U1,remind,/rɪˈmaɪnd/,提醒；使想起,Please remind me to buy milk.
八年级上册U1,peace,/piːs/,和平；太平,We all want peace.
八年级上册U1,easily,/ˈiːzəli/,容易地；轻易地,I can finish it easily.
八年级上册U1,forget,/fəˈɡet/,忘记；遗忘,Don't forget your keys.
八年级上册U1,noon,/nuːn/,正午；中午,We eat lunch at noon.
八年级上册U1,sick,/sɪk/,恶心的；生病的,She feels sick.
八年级上册U1,metro,/ˈmetrəʊ/,地下铁道系统,Take the metro to the museum.
八年级上册U1,station,/ˈsteɪʃn/,车站；所；局,The train station is big.
八年级上册U1,palace,/ˈpæləs/,王宫；宫殿,The palace is very old.
八年级上册U1,tower,/ˈtaʊə(r)/,塔；塔楼,We climbed the tower.
八年级上册U1,might,/maɪt/,可能；可以,I might go shopping.
八年级上册U1,budget,/ˈbʌdʒɪt/,预算；精打细算,We have a tight budget.
八年级上册U1,passport,/ˈpɑːspɔːt/,护照,Don't forget your passport.
八年级上册U1,faraway,/ˈfɑːrəweɪ/,远方的；遥远的,He lives in a faraway village.
八年级上册U1,regular,/ˈreɡjələ(r)/,平常的；有规律的,Exercise is a regular habit.
八年级上册U1,countryside,/ˈkʌntrisaɪd/,乡村；农村,I love the countryside.
八年级上册U1,deer,/dɪə(r)/,鹿（单复数同形）,Deer live in the forest.
八年级上册U1,probably,/ˈprɒbəbli/,很可能；大概,He will probably come.
八年级上册U2,pack,/pæk/,打包；收拾,Pack your bags.
八年级上册U2,bathroom,/ˈbɑːθruːm/,浴室；洗手间,Where is the bathroom?
八年级上册U2,sort,/sɔːt/,把……分类；整理；种类,Sort the books by subject.
八年级上册U2,bedroom,/ˈbedruːm/,卧室,My bedroom is tidy.
八年级上册U2,balcony,/ˈbælkəni/,阳台,We sit on the balcony.
八年级上册U2,invite,/ɪnˈvaɪt/,邀请,I invite you to my party.
八年级上册U2,living room,,客厅,The family is in the living room.
八年级上册U2,arrival,/əˈraɪvl/,到达,Welcome to Beijing on your arrival.
八年级上册U2,yet,/jet/,还；但是,I haven't finished yet.
八年级上册U2,add,/æd/,添加；加,Add some sugar please.
八年级上册U2,biscuit,/ˈbɪskɪt/,饼干,Do you want a biscuit?
八年级上册U2,borrow,/ˈbɒrəʊ/,借,Can I borrow your pen?
八年级上册U2,plan,/plæn/,计划；打算,We plan to go hiking.
八年级上册U2,treasure,/ˈtreʒə(r)/,宝物；财富；珍视,The treasure is hidden.
八年级上册U2,hunt,/hʌnt/,搜寻；打猎,They hunt for food.
八年级上册U2,lift,/lɪft/,搭便车；电梯；举起,Take the lift to the 5th floor.
八年级上册U2,until,/ənˈtɪl/,直到……为止,Wait until I come back.
八年级上册U2,movie,/ˈmuːvi/,电影,Let's watch a movie tonight.
八年级上册U2,dead,/ded/,不运行的；死的,The phone is dead.
八年级上册U2,note,/nəʊt/,笔记；便条；注意,Take notes in class.
八年级上册U2,community,/kəˈmjuːnəti/,社区；社团,Our community has a park.
八年级上册U2,rubbish,/ˈrʌbɪʃ/,垃圾,Take out the rubbish.
八年级上册U2,almost,/ˈɔːlməʊst/,差不多；几乎,It's almost 12 o'clock.
八年级上册U2,journey,/ˈdʒɜːni/,旅行；历程,The journey took 3 hours.
八年级上册U2,pull,/pʊl/,拉；拖；拽,Pull the door open.
八年级上册U2,luggage,/ˈlʌɡɪdʒ/,行李,My luggage is heavy.
八年级上册U2,familiar,/fəˈmɪliə(r)/,熟悉的,This song sounds familiar.
八年级上册U2,joke,/dʒəʊk/,笑话；开玩笑,He told a funny joke.
八年级上册U2,several,/ˈsevrəl/,几个；一些,Several students are late.
八年级上册U2,nod,/nɒd/,点头,She nodded to agree.
八年级上册U2,writer,/ˈraɪtə(r)/,作者,He is a famous writer.
八年级上册U2,text,/tekst/,正文；文本；发短信,Read the text carefully.
八年级上册U2,describe,/dɪˈskraɪb/,描述；形容,Describe your favorite animal.
八年级上册U2,wherever,/weərˈevə(r)/,无论去哪里,Wherever you go I will follow.
八年级上册U2,matter,/ˈmætə(r)/,要紧；问题,What's the matter?
八年级上册U2,perhaps,/pəˈhæps/,也许；可能,Perhaps he is right.
八年级上册U2,plate,/pleɪt/,盘子；碟子,Wash the plates.
八年级上册U2,smell,/smel/,闻到；气味,The food smells good.
八年级上册U2,joy,/dʒɔɪ/,喜悦；乐趣,The children are full of joy.
八年级上册U2,apartment,/əˈpɑːtmənt/,公寓套房,She lives in an apartment.
八年级上册U2,block,/blɒk/,大楼；街区；阻挡,Walk two blocks.
八年级上册U2,decorate,/ˈdekəreɪt/,装饰；装潢,We decorate the room.
八年级上册U2,cover,/ˈkʌvə(r)/,遮盖；遮盖物；封皮,Cover the book.
八年级上册U2,poster,/ˈpəʊstə(r)/,海报,They made a poster.
八年级上册U2,scissors,/ˈsɪzəz/,剪刀,Be careful with the scissors.
八年级上册U2,glue,/ɡluː/,胶水；粘贴,Glue the paper together.
八年级上册U3,compare,/kəmˈpeə(r)/,比较；对比,Compare these two pictures.
八年级上册U3,shy,/ʃaɪ/,害羞的,She is shy with strangers.
八年级上册U3,lazy,/ˈleɪzi/,懒惰的,Don't be lazy!
八年级上册U3,loud,/laʊd/,大声的（地）,Please speak louder.
八年级上册U3,outgoing,/ˌaʊtˈɡəʊɪŋ/,外向的,She is outgoing and friendly.
八年级上册U3,hard-working,/ˌhɑːd ˈwɜːkɪŋ/,勤奋的,He is a hard-working student.
八年级上册U3,perform,/pəˈfɔːm/,表演；执行,She performed a dance.
八年级上册U3,alone,/əˈləʊn/,独自；单独,He lives alone.
八年级上册U3,solve,/sɒlv/,解决；解答,Can you solve this problem?
八年级上册U3,flute,/fluːt/,长笛,She plays the flute.
八年级上册U3,congratulation,/kənˌɡrætʃuˈleɪʃn/,祝贺；恭喜,Congratulations on your success!
八年级上册U3,prize,/praɪz/,奖；奖励,She won first prize.
八年级上册U3,attend,/əˈtend/,参加；出席,He attends the meeting.
八年级上册U3,besides,/bɪˈsaɪdz/,除……之外（还）,Besides English I like math.
八年级上册U3,spare,/speə(r)/,空闲的；抽出,What do you do in your spare time?
八年级上册U3,pleasure,/ˈpleʒə(r)/,乐事；愉快；荣幸,It's my pleasure.
八年级上册U3,appearance,/əˈpɪərəns/,外表；露面,Don't judge by appearance.
八年级上册U3,personality,/ˌpɜːsəˈnæləti/,性格；品质,She has a nice personality.
八年级上册U3,serious,/ˈsɪəriəs/,严肃的；严重的,He looks very serious.
八年级上册U3,strength,/streŋθ/,优势；力量,Everyone has their own strengths.
八年级上册U3,slim,/slɪm/,苗条的；薄的,She is tall and slim.
八年级上册U3,fact,/fækt/,事实；现实,In fact I don't know.
八年级上册U3,population,/ˌpɒpjuˈleɪʃn/,人口,China has a large population.
八年级上册U3,average,/ˈævərɪdʒ/,平均的；平均数,The average score is 80.
八年级上册U3,pleasant,/ˈpleznt/,宜人的；友好的,The weather is pleasant.
八年级上册U3,difference,/ˈdɪfrəns/,差异,There is a big difference.
八年级上册U3,alike,/əˈlaɪk/,相像的；相似地,The twins look alike.
八年级上册U3,mirror,/ˈmɪrə(r)/,镜子,Look in the mirror.
八年级上册U3,interest,/ˈɪntrəst/,业余爱好；兴趣；使感兴趣,He has many interests.
八年级上册U3,novel,/ˈnɒvl/,小说,I am reading a novel.
八年级上册U3,sense,/sens/,理解力；感觉,He has a good sense of humor.
八年级上册U3,humour,/ˈhjuːmə(r)/,幽默；幽默感,She has a great sense of humour.
八年级上册U3,opinion,/əˈpɪnjən/,看法；意见,In my opinion you are right.
八年级上册U3,honesty,/ˈɒnɪsti/,诚实；正直,Honesty is the best policy.
八年级上册U3,direct,/dəˈrekt/,率直的；直接的,Give me a direct answer.
八年级上册U3,similarity,/ˌsɪməˈlærəti/,相似之处,There are many similarities.
八年级上册U3,friendship,/ˈfrendʃɪp/,友谊；友情,Friendship is important.
八年级上册U3,exchange,/ɪksˈtʃeɪndʒ/,交换,We exchange gifts.
八年级上册U3,accident,/ˈæksɪdənt/,意外；（交通）事故,There was a car accident.
八年级上册U3,expect,/ɪkˈspekt/,预料；期待,I expect you to come.
八年级上册U3,reach,/riːtʃ/,伸手；到达,Can you reach the shelf?
八年级上册U3,touch,/tʌtʃ/,触动；触碰,Don't touch the painting.
八年级上册U4,moss,/mɒs/,苔藓,The rock is covered with moss.
八年级上册U4,cheetah,/ˈtʃiːtə/,猎豹,The cheetah runs very fast.
八年级上册U4,bamboo,/ˌbæmˈbuː/,竹；竹子,Pandas eat bamboo.
八年级上册U4,popular,/ˈpɒpjələ(r)/,广受欢迎的；流行的,This song is very popular.
八年级上册U4,tool,/tuːl/,工具；手段,This tool is useful.
八年级上册U4,actually,/ˈæktʃuəli/,实际上；居然,Actually I don't know.
八年级上册U4,shoot,/ʃuːt/,幼苗；射击,The plant has new shoots.
八年级上册U4,appear,/əˈpɪə(r)/,出现；看来好像,He appeared suddenly.
八年级上册U4,land,/lænd/,陆地；降落,The plane landed safely.
八年级上册U4,African,/ˈæfrɪkən/,非洲的；非洲人,African wildlife is amazing.
八年级上册U4,rose,/rəʊz/,玫瑰；蔷薇,She gave me a red rose.
八年级上册U4,butterfly,/ˈbʌtəflaɪ/,蝴蝶,The butterfly has colorful wings.
八年级上册U4,wing,/wɪŋ/,翅膀；翼,Birds have two wings.
八年级上册U4,frog,/frɒɡ/,蛙；青蛙,Frogs can jump high.
八年级上册U4,weigh,/weɪ/,有……重；称重量,I weigh 50 kilos.
八年级上册U4,believe,/bɪˈliːv/,相信；认为有可能,I believe you.
八年级上册U4,province,/ˈprɒvɪns/,省份,Sichuan is a province.
八年级上册U4,connect,/kəˈnekt/,关联；连接,Connect the dots.
八年级上册U4,without,/wɪˈðaʊt/,没有；缺乏,We can't live without water.
八年级上册U4,imagine,/ɪˈmædʒɪn/,想象；猜想,Imagine you are a bird.
八年级上册U4,honey,/ˈhʌni/,蜂蜜,Bees make honey.
八年级上册U4,disappointed,/ˌdɪsəˈpɔɪntɪd/,失望的；沮丧的,I am disappointed with the result.
八年级上册U4,connection,/kəˈnekʃn/,联系；连接,There is a connection between them.
八年级上册U4,pollination,/ˌpɒləˈneɪʃn/,授粉,Bees help with pollination.
八年级上册U4,action,/ˈækʃn/,行动；行为,Take action now!
八年级上册U4,planet,/ˈplænɪt/,行星,The Earth is our planet.
八年级上册U4,store,/stɔː(r)/,贮存；商店,We store food in the fridge.
八年级上册U4,communicate,/kəˈmjuːnɪkeɪt/,交流；沟通,We communicate by email.
八年级上册U4,ecosystem,/ˈiːkəʊsɪstəm/,生态系统,The forest is an ecosystem.
八年级上册U4,protect,/prəˈtekt/,保护；防护,We must protect the environment.
八年级上册U4,importance,/ɪmˈpɔːtns/,重要性,Education is of great importance.
八年级上册U4,title,/ˈtaɪtl/,标题；题目,What's the title of the book?
八年级上册U4,human,/ˈhjuːmən/,人；人类的,We are all human.
八年级上册U4,ant,/ænt/,蚂蚁,Ants are hard-working.
八年级上册U4,happiness,/ˈhæpinəs/,幸福；快乐,Happiness is important.
八年级上册U4,mushroom,/ˈmʌʃrʊm/,蘑菇,Some mushrooms are poisonous.
八年级上册U4,ton,/tʌn/,吨,The elephant weighs a ton.
八年级上册U4,role,/rəʊl/,作用；职能；角色,He plays an important role.
八年级上册U4,climate,/ˈklaɪmət/,气候,The climate is changing.
八年级上册U4,ocean,/ˈəʊʃn/,大海；海洋,The ocean is very deep.
八年级上册U4,except,/ɪkˈsept/,除……之外,Everyone except Tom is here.
八年级上册U4,tiny,/ˈtaɪni/,极小的；微小的,The baby's fingers are tiny.
八年级上册U4,lively,/ˈlaɪvli/,精力充沛的；生机勃勃的,The market is lively.
八年级上册U5,pepper,/ˈpepə(r)/,胡椒粉；菜椒,Add some pepper to the dish.
八年级上册U5,mix,/mɪks/,（使）混合；混合料,Mix the ingredients together.
八年级上册U5,bake,/beɪk/,烘焙,My mom bakes bread.
八年级上册U5,oven,/ˈʌvn/,烤箱；烤炉,Put the cake in the oven.
八年级上册U5,boil,/bɔɪl/,煮沸；烧开,Boil the water first.
八年级上册U5,flour,/ˈflaʊə(r)/,面粉,We need flour to make bread.
八年级上册U5,butter,/ˈbʌtə(r)/,黄油,Spread butter on the toast.
八年级上册U5,cheese,/tʃiːz/,奶酪；干酪,I like cheese on my pizza.
八年级上册U5,dream,/driːm/,梦想；做梦,I dream of becoming a doctor.
八年级上册U5,university,/ˌjuːnɪˈvɜːsəti/,（综合性）大学,She goes to university next year.
八年级上册U5,memory,/ˈmeməri/,回忆；记忆,I have good memories of childhood.
八年级上册U5,pumpkin,/ˈpʌmpkɪn/,南瓜,We made pumpkin pie.
八年级上册U5,pie,/paɪ/,果馅饼；肉馅饼,Apple pie is delicious.
八年级上册U5,college,/ˈkɒlɪdʒ/,学院；大学,He studies at college.
八年级上册U5,host,/həʊst/,主人；主办,The host welcomed us.
八年级上册U5,recipe,/ˈresəpi/,食谱；烹饪法,Follow this recipe.
八年级上册U5,cream,/kriːm/,奶油,Add some cream to the coffee.
八年级上册U5,mixture,/ˈmɪkstʃə(r)/,混合物,Stir the mixture well.
八年级上册U5,least,/liːst/,最小；最少,At least try your best.
八年级上册U5,secret,/ˈsiːkrət/,诀窍；秘密,Keep it a secret.
八年级上册U5,whenever,/wenˈevə(r)/,每当,Whenever you come I'm happy.
八年级上册U5,spaghetti,/spəˈɡeti/,意大利细面条,We had spaghetti for dinner.
八年级上册U5,spoon,/spuːn/,一勺的量；勺,Use a spoon to stir.
八年级上册U5,slice,/slaɪs/,薄片；切片,Slice the bread please.
八年级上册U5,couple,/ˈkʌpl/,夫妻；两人,The couple is walking.
八年级上册U5,island,/ˈaɪlənd/,岛,They live on an island.
八年级上册U5,wife,/waɪf/,妻子,His wife is a teacher.
八年级上册U5,separate,/ˈseprət/,单独的；分开,Separate the white clothes.
八年级上册U5,born,/bɔːn/,出生；天生的,He was born in 2010.
八年级上册U6,yourself,/jɔːˈself/,你自己；您自己,Help yourself!
八年级上册U6,engineer,/ˌendʒɪˈnɪə(r)/,工程师；技师,My uncle is an engineer.
八年级上册U6,fashion,/ˈfæʃn/,时装业；时尚,She is interested in fashion.
八年级上册U6,designer,/dɪˈzaɪnə(r)/,设计师,She is a fashion designer.
八年级上册U6,director,/dəˈrektə(r)/,导演；主任；董事,He is a film director.
八年级上册U6,musician,/mjuˈzɪʃn/,音乐家；乐师,He is a great musician.
八年级上册U6,fireman,/ˈfaɪəmən/,消防队员,The fireman saved the child.
八年级上册U6,essay,/ˈeseɪ/,小品文；文章,Write an essay about your dream.
八年级上册U6,classic,/ˈklæsɪk/,经典作品；最优秀的,This book is a classic.
八年级上册U6,literature,/ˈlɪtrətʃə(r)/,文学；文献,I like English literature.
八年级上册U6,athlete,/ˈæθliːt/,运动员,He is a professional athlete.
八年级上册U6,photographer,/fəˈtɒɡrəfə(r)/,摄影师,My uncle is a photographer.
八年级上册U6,painter,/ˈpeɪntə(r)/,画家；油漆匠,Van Gogh is a famous painter.
八年级上册U6,businessman,/ˈbɪznəsmən/,商界人士；企业家,He is a successful businessman.
八年级上册U6,actress,/ˈæktrəs/,女演员,She wants to be an actress.
八年级上册U6,lawyer,/ˈlɔːjə(r)/,律师,She works as a lawyer.
八年级上册U6,law,/lɔː/,法律；法规,Everyone must obey the law.
八年级上册U6,bath,/bɑːθ/,洗澡；浴缸,I take a bath every evening.
八年级上册U6,able,/ˈeɪbl/,能够,I am able to finish on time.
八年级上册U6,stick,/stɪk/,粘贴；枝条；棍,Stick the photo on the card.
八年级上册U6,resolution,/ˌrezəˈluːʃn/,决定；决议,I made a New Year's resolution.
八年级上册U6,achieve,/əˈtʃiːv/,（经过努力）达到；完成,You can achieve your goal.
八年级上册U6,physical,/ˈfɪzɪkl/,身体的；物质的,Physical exercise is good for health.
八年级上册U6,healthily,/ˈhelθɪli/,健康地,Eat healthily and exercise.
八年级上册U6,photography,/fəˈtɒɡrəfi/,摄影,His hobby is photography.
九年级全一册U1,textbook,/ˈtekstbʊk/,教科书；课本,Open your textbook to page 10.
九年级全一册U1,conversation,/ˌkɒnvəˈseɪʃn/,交谈；谈话,We had a good conversation.
九年级全一册U1,aloud,/əˈlaʊd/,大声地；出声地,Please read aloud.
九年级全一册U1,pronunciation,/prəˌnʌnsiˈeɪʃn/,发音；读音,Your pronunciation is great.
九年级全一册U1,sentence,/ˈsentəns/,句子,Make a sentence with this word.
九年级全一册U1,patient,/ˈpeɪʃnt/,有耐心的；病人,Be patient and you will succeed.
九年级全一册U1,expression,/ɪkˈspreʃn/,表达（方式）；表示,Facial expressions show feelings.
九年级全一册U1,discover,/dɪˈskʌvə(r)/,发现；发觉,I discovered a new restaurant.
九年级全一册U1,secret,/ˈsiːkrət/,秘密；秘诀,Can you keep a secret?
九年级全一册U1,grammar,/ˈɡræmə(r)/,语法,Learning grammar is important.
九年级全一册U1,repeat,/rɪˈpiːt/,重复；重做,Please repeat the question.
九年级全一册U1,note,/nəʊt/,笔记；记录；注意,Take notes in class.
九年级全一册U1,physics,/ˈfɪzɪks/,物理；物理学,Physics is my favorite subject.
九年级全一册U1,chemistry,/ˈkemɪstri/,化学,We have chemistry on Wednesday.
九年级全一册U1,partner,/ˈpɑːtnə(r)/,搭档；同伴,Work with your partner.
九年级全一册U1,pronounce,/prəˈnaʊns/,发音,How do you pronounce this word?
九年级全一册U1,increase,/ɪnˈkriːs/,增加；增长,Reading increases your vocabulary.
九年级全一册U1,speed,/spiːd/,速度；加速,Read at a comfortable speed.
九年级全一册U1,ability,/əˈbɪləti/,能力；才能,She has great musical ability.
九年级全一册U1,brain,/breɪn/,大脑,Use your brain to solve it.
九年级全一册U1,active,/ˈæktɪv/,活跃的；积极的,She is very active in class.
九年级全一册U1,attention,/əˈtenʃn/,注意；关注,Pay attention to the teacher.
九年级全一册U1,connect,/kəˈnekt/,（使）连接；与……有联系,Connect these two ideas.
九年级全一册U1,review,/rɪˈvjuː/,回顾；复习,Review the lesson after class.
九年级全一册U1,knowledge,/ˈnɒlɪdʒ/,知识；学问,Knowledge is power.
九年级全一册U1,wisely,/ˈwaɪzli/,明智地；聪明地,Choose your words wisely.
九年级全一册U2,lantern,/ˈlæntən/,灯笼,Red lanterns are beautiful.
九年级全一册U2,stranger,/ˈstreɪndʒə(r)/,陌生人,Don't talk to strangers.
九年级全一册U2,relative,/ˈrelətɪv/,亲属；亲戚,We visit our relatives during Spring Festival.
九年级全一册U2,later,/ˈleɪtə(r)/,后来,See you later!
九年级全一册U2,steal,/stiːl/,偷；窃取,Someone stole my bag.
九年级全一册U2,lay,/leɪ/,放置；产（卵）,Lay the book on the table.
九年级全一册U2,dessert,/dɪˈzɜːt/,（饭后）甜点；甜食,I'd like some dessert.
九年级全一册U2,garden,/ˈɡɑːdn/,花园；园子,We have a beautiful garden.
九年级全一册U2,admire,/ədˈmaɪə(r)/,欣赏；仰慕,I admire your courage.
九年级全一册U2,tie,/taɪ/,领带；捆；束,He wears a red tie.
九年级全一册U2,ghost,/ɡəʊst/,鬼；鬼魂,Do you believe in ghosts?
九年级全一册U2,trick,/trɪk/,花招；把戏,He played a trick on me.
九年级全一册U2,treat,/triːt/,款待；招待；请客,Let me treat you to lunch.
九年级全一册U2,spider,/ˈspaɪdə(r)/,蜘蛛,A spider has eight legs.
九年级全一册U2,Christmas,/ˈkrɪsməs/,圣诞节,Merry Christmas!
九年级全一册U2,fool,/fuːl/,蠢人；傻瓜；愚弄,Don't be a fool.
九年级全一册U2,lie,/laɪ/,平躺；处于,He lies on the bed.
九年级全一册U2,novel,/ˈnɒvl/,（长篇）小说,I am reading a novel.
九年级全一册U2,eve,/iːv/,前夕；前夜,New Year's Eve is on December 31st.
九年级全一册U2,dead,/ded/,死的；失去生命的,The flower is dead.
九年级全一册U2,business,/ˈbɪznəs/,生意；商业,He runs a small business.
九年级全一册U2,punish,/ˈpʌnɪʃ/,处罚；惩罚,The teacher will punish you.
九年级全一册U2,warn,/wɔːn/,警告；告诫,I warn you to be careful.
九年级全一册U2,present,/ˈpreznt/,现在；礼物,Here is your birthday present.
九年级全一册U2,warmth,/wɔːmθ/,温暖；暖和,I can feel the warmth of the sun.
九年级全一册U2,spread,/spred/,传播；展开；蔓延,The news spread quickly.
九年级全一册U3,restroom,/ˈrestruːm/,（美）洗手间；公共厕所,Where is the restroom?
九年级全一册U3,stamp,/stæmp/,邮票；印章,I need a stamp for this letter.
九年级全一册U3,postcard,/ˈpəʊstkɑːd/,明信片,I sent a postcard from Beijing.
九年级全一册U3,pardon,/ˈpɑːdn/,请再说一遍,Pardon? I didn't hear you.
九年级全一册U3,washroom,/ˈwɒʃruːm/,洗手间；厕所,The washroom is on the right.
九年级全一册U3,bathroom,/ˈbɑːθruːm/,浴室；洗手间,May I use your bathroom?
九年级全一册U3,quick,/kwɪk/,快的；迅速的,Be quick! We're late.
九年级全一册U3,rush,/rʌʃ/,仓促；急促,Don't rush! Take your time.
九年级全一册U3,suggest,/səˈdʒest/,建议；提议,I suggest we go by bus.
九年级全一册U3,staff,/stɑːf/,管理人员；职工,The staff are very helpful.
九年级全一册U3,grape,/ɡreɪp/,葡萄,These grapes are sweet.
九年级全一册U3,central,/ˈsentrəl/,中心的；中央的,The hotel is in central London.
九年级全一册U3,mail,/meɪl/,邮寄；发电子邮件,Please mail the letter.
九年级全一册U3,fascinating,/ˈfæsɪneɪtɪŋ/,迷人的；有吸引力的,The story is fascinating.
九年级全一册U3,convenient,/kənˈviːniənt/,便利的；方便的,The subway is convenient.
九年级全一册U3,mall,/mɔːl/,商场；购物中心,Let's go to the mall.
九年级全一册U3,clerk,/klɑːk/,职员,He works as a bank clerk.
九年级全一册U3,corner,/ˈkɔːnə(r)/,拐角；角落,The shop is on the corner.
九年级全一册U3,polite,/pəˈlaɪt/,有礼貌的；客气的,Be polite to others.
九年级全一册U3,politely,/pəˈlaɪtli/,礼貌地；客气地,Speak politely to your elders.
九年级全一册U3,speaker,/ˈspiːkə(r)/,讲（某种语言）的人；发言者,He is a native speaker.
九年级全一册U3,request,/rɪˈkwest/,要求；请求,He made a request for help.
九年级全一册U3,choice,/tʃɔɪs/,选择；挑选,It's your choice to make.
九年级全一册U3,direction,/dəˈrekʃn/,方向；方位,Which direction should I go?
九年级全一册U3,correct,/kəˈrekt/,正确的；恰当的,Your answer is correct.
九年级全一册U3,direct,/dəˈrekt/,直接的；率直的,Give a direct answer.
九年级全一册U3,address,/əˈdres/,地址；通讯处,What's your email address?
九年级全一册U4,humorous,/ˈhjuːmərəs/,有幽默感的；滑稽有趣的,He is a humorous person.
九年级全一册U4,silent,/ˈsaɪlənt/,不说话的；沉默的,He remained silent.
九年级全一册U4,helpful,/ˈhelpfl/,有用的；有帮助的,This dictionary is helpful.
九年级全一册U4,score,/skɔː(r)/,得分；打分,What's your score?
九年级全一册U4,background,/ˈbækɡraʊnd/,背景,What is your background?
九年级全一册U4,interview,/ˈɪntəvjuː/,采访；面试,He had a job interview.
九年级全一册U4,Asian,/ˈeɪʃn/,亚洲（人）的；亚洲人,China is an Asian country.
九年级全一册U4,dare,/deə(r)/,敢于；胆敢,How dare you say that?
九年级全一册U4,private,/ˈpraɪvət/,私人的；私密的,This is my private room.
九年级全一册U4,guard,/ɡɑːd/,警卫；看守；守卫,The guard opened the gate.
九年级全一册U4,require,/rɪˈkwaɪə(r)/,需要；要求,This job requires patience.
九年级全一册U4,British,/ˈbrɪtɪʃ/,英国的；英国人的,He speaks British English.
九年级全一册U4,speech,/spiːtʃ/,讲话；发言,He made a speech.
九年级全一册U4,influence,/ˈɪnfluəns/,影响,His words influenced me.
九年级全一册U4,seldom,/ˈseldəm/,不常；很少,I seldom eat fast food.
九年级全一册U4,proud,/praʊd/,自豪的；骄傲的,I am proud of you!
九年级全一册U4,absent,/ˈæbsənt/,缺席；不在,He is absent from class.
九年级全一册U4,fail,/feɪl/,失败；未能（做到）,Don't be afraid to fail.
九年级全一册U4,examination,/ɪɡˌzæmɪˈneɪʃn/,考试；审查,We have an examination next week.
九年级全一册U4,exactly,/ɪɡˈzæktli/,确切地；精确地,That's exactly what I mean.
九年级全一册U4,pride,/praɪd/,自豪；骄傲,She takes pride in her work.
九年级全一册U5,chopsticks,/ˈtʃɒpstɪks/,筷子,Use chopsticks to eat noodles.
九年级全一册U5,coin,/kɔɪn/,硬币,He collects old coins.
九年级全一册U5,fork,/fɔːk/,餐叉；叉子,We use a fork and knife.
九年级全一册U5,blouse,/blaʊz/,（女士）短上衣；衬衫,She wears a white blouse.
九年级全一册U5,silver,/ˈsɪlvə(r)/,银；银器；银色的,The ring is made of silver.
九年级全一册U5,glass,/ɡlɑːs/,玻璃,The window is made of glass.
