年级单元,单词,音标,释义,例句
七年级上册U7,how much,,多少钱,How much are these socks?
七年级上册U7,eight,/eɪt/,八,It's eight dollars.
七年级上册U7,nine,/naɪn/,九,Nine dollars.
七年级上册U7,ten,/ten/,十,Ten dollars.
七年级上册U7,eleven,/ɪˈlevn/,十一,Eleven dollars.
七年级上册U7,twelve,/twelv/,十二,Twelve dollars.
七年级上册U7,thirteen,/θɜːˈtiːn/,十三,Thirteen dollars.
七年级上册U7,fifteen,/fɪfˈtiːn/,十五,Fifteen dollars.
七年级上册U7,eighteen,/eɪˈtiːn/,十八,Eighteen dollars.
七年级上册U7,twenty,/ˈtwenti/,二十,Twenty dollars.
七年级上册U7,thirty,/ˈθɜːti/,三十,Thirty yuan.
七年级上册U7,clerk,/klɑːk/,职员,The clerk helps me.
七年级上册U7,Monday,/ˈmʌndeɪ/,星期一,Today is Monday.
七年级上册U7,Tuesday,/ˈtjuːzdeɪ/,星期二,We have art on Tuesday.
七年级上册U7,Wednesday,/ˈwenzdeɪ/,星期三,Wednesday is in the middle.
七年级上册U7,Thursday,/ˈθɜːzdeɪ/,星期四,I have music on Thursday.
七年级上册U7,Friday,/ˈfraɪdeɪ/,星期五,Friday is my favorite.
七年级上册U7,Saturday,/ˈsætədeɪ/,星期六,We play on Saturday.
七年级上册U7,Sunday,/ˈsʌndeɪ/,星期天,Sunday is a holiday.
七年级上册U7,birthday,/ˈbɜːθdeɪ/,生日,Happy birthday!
七年级上册U7,when,/wen/,什么时候,When is your birthday?
七年级上册U7,party,/ˈpɑːti/,聚会,Let's have a party!
七年级上册U1,late,/leɪt/,迟的；晚的,Don't be late for school.
七年级上册U1,early,/ˈɜːli/,早的；提早的,Get up early.
七年级上册U1,first,/fɜːst/,第一；首先,First read the text.
七年级上册U1,next,/nekst/,下一个的；接下来,Next please!
七年级上册U1,last,/lɑːst/,最后的；上一个的,Last one.
七年级上册U1,every,/ˈevri/,每一；每个,Every day.
七年级上册U1,both,/bəʊθ/,两个（都）,Both of you.
七年级上册U1,many,/ˈmeni/,许多,Many students.
七年级上册U1,much,/mʌtʃ/,许多；大量,Very much.
七年级上册U1,some,/sʌm/,一些,Some books.
七年级上册U1,any,/ˈeni/,任何；一些,Any questions?
七年级上册U1,lot,/lɒt/,许多,A lot of.
七年级上册U1,little,/ˈlɪtl/,小的；少量的,A little.
七年级上册U1,few,/fjuː/,很少的；不多的,A few.
七年级上册U1,all,/ɔːl/,全部；所有的,All the students.
七年级上册U1,each,/iːtʃ/,每个,Each student.
七年级上册U1,everyone,/ˈevriwʌn/,每人；人人,Everyone is here.
七年级上册U1,everything,/ˈevriθɪŋ/,一切；每件事,Everything is ready.
七年级上册U1,always,/ˈɔːlweɪz/,总是,He is always happy.
七年级上册U1,usually,/ˈjuːʒuəli/,通常,I usually get up at 6.
七年级上册U1,often,/ˈɒfn/,经常,They often play football.
七年级上册U1,sometimes,/ˈsʌmtaɪmz/,有时,Sometimes I walk to school.
七年级上册U1,never,/ˈnevə(r)/,从不,I never eat junk food.
七年级上册U1,again,/əˈɡen/,再一次,Say it again.
七年级上册U1,also,/ˈɔːlsəʊ/,也；还,I also like English.
七年级上册U1,just,/dʒʌst/,正好；刚刚,Just a minute.
七年级上册U1,even,/ˈiːvn/,甚至；还,Even a child knows it.
七年级上册U1,only,/ˈəʊnli/,仅仅；只,I only have one.
七年级上册U1,really,/ˈriːəli/,真正地；确实,Really? I don't think so.
七年级上册U1,very,/ˈveri/,很；非常,Very good!
七年级上册U1,too,/tuː/,太；也,Too big!
七年级上册U1,quite,/kwaɪt/,相当；十分,Quite good.
七年级上册U1,so,/səʊ/,如此；所以,So big!
七年级上册U1,now,/naʊ/,现在,Now let's start.
七年级上册U1,then,/ðen/,然后；那时,First then finally.
七年级上册U1,here,/hɪə(r)/,在这里,Here you are.
七年级上册U1,there,/ðeə(r)/,在那里,There it is.
七年级上册U1,away,/əˈweɪ/,离开；远离,Go away!
七年级上册U1,back,/bæk/,回到；向后,Come back!
七年级上册U1,home,/həʊm/,家；在家,Go home.
七年级上册U1,today,/təˈdeɪ/,今天,What day is today?
七年级上册U1,yesterday,/ˈjestədeɪ/,昨天,I was happy yesterday.
七年级上册U1,tomorrow,/təˈmɒrəʊ/,明天,See you tomorrow!
七年级上册U1,lesson,/ˈlesn/,课；教训,Lesson 2 is easy.
七年级上册U1,story,/ˈstɔːri/,故事；小说,Tell a story.
七年级上册U1,text,/tekst/,课文；文本,Read the text.
七年级上册U1,dialogue,/ˈdaɪəlɒɡ/,对话,Practice the dialogue.
七年级上册U1,phrase,/freɪz/,短语；词组,Learn these phrases.
七年级上册U1,meaning,/ˈmiːnɪŋ/,意思；含义,What's the meaning?
七年级上册U1,hello,/həˈləʊ/,你好,Hello!
七年级上册U1,goodbye,/ɡʊdˈbaɪ/,再见,Goodbye my friend.
七年级上册U1,morning,/ˈmɔːnɪŋ/,早晨；上午,Good morning!
七年级上册U1,afternoon,/ˌɑːftəˈnuːn/,下午,Good afternoon!
七年级上册U1,evening,/ˈiːvnɪŋ/,傍晚,Good evening!
七年级上册U1,how,/haʊ/,怎么；如何,How are you?
七年级上册U1,what,/wɒt/,什么,What is this?
七年级上册U1,color,/ˈkʌlə(r)/,颜色,What color is it?
七年级上册U1,letter,/ˈletə(r)/,信；字母,Write a letter.
七年级上册U1,word,/wɜːd/,单词；词,Learn new words.
七年级上册U1,page,/peɪdʒ/,页；页码,Open your book to page 10.
七年级上册U1,answer,/ˈɑːnsə(r)/,回答；答案,Answer the question.
七年级上册U1,question,/ˈkwestʃən/,问题,Read the question.
七年级上册U1,line,/laɪn/,线；排,Read line 5.
七年级上册U1,read,/riːd/,读；阅读,Read the text.
七年级上册U1,write,/raɪt/,写,Write your name.
七年级上册U1,listen,/ˈlɪsn/,听,Listen to the tape.
七年级上册U1,say,/seɪ/,说,Say it in English.
七年级上册U1,speak,/spiːk/,说（某种语言）,Speak English.
七年级上册U1,talk,/tɔːk/,说话；谈话,Talk to your partner.
七年级上册U1,tell,/tel/,告诉；讲述,Tell a story.
七年级上册U1,ask,/ɑːsk/,问；请求,Ask your teacher.
七年级上册U1,open,/ˈəʊpən/,打开,Open the door.
七年级上册U1,close,/kləʊz/,关闭,Close your book.
七年级上册U1,sit,/sɪt/,坐,Sit down please.
七年级上册U1,stand,/stænd/,站立,Stand up!
七年级上册U1,look,/lʊk/,看；看起来,Look at the blackboard.
七年级上册U1,see,/siː/,看见；理解,I see.
七年级上册U1,point,/pɔɪnt/,指；指向,Point to the picture.
七年级上册U1,put,/pʊt/,放；放置,Put your hand up.
七年级上册U1,draw,/drɔː/,画,Draw a picture.
七年级上册U1,show,/ʃəʊ/,展示；给……看,Show me your book.
七年级上册U1,give,/ɡɪv/,给,Give me your pen.
七年级上册U1,find,/faɪnd/,找到；发现,I can't find my book.
七年级上册U1,use,/juːz/,使用；用,Use a ruler.
七年级上册U1,make,/meɪk/,制作；做,Make a model.
七年级上册U1,practice,/ˈpræktɪs/,练习,Practice the dialogue.
七年级上册U1,study,/ˈstʌdi/,学习；研究,Study hard.
七年级上册U1,work,/wɜːk/,工作；起作用,Work in pairs.
七年级上册U1,try,/traɪ/,尝试；试,Try again!
七年级上册U1,begin,/bɪˈɡɪn/,开始,Let's begin the class.
七年级上册U1,finish,/ˈfɪnɪʃ/,结束；完成,Finish the exercise.
七年级上册U1,stop,/stɒp/,停止；停,Stop talking!
七年级上册U1,keep,/kiːp/,保持,Keep quiet!
七年级上册U1,need,/niːd/,需要,I need help.
七年级上册U1,want,/wɒnt/,要；想要,I want to go.
七年级上册U1,can,/kæn/,能；可以,Can you swim?
七年级上册U1,may,/meɪ/,可以,May I come in?
七年级上册U1,must,/mʌst/,必须,We must study hard.
七年级上册U1,should,/ʃʊd/,应该,You should try.
七年级上册U1,will,/wɪl/,将；会,I will go.
七年级上册U1,course,/kɔːs/,课程；路线,Of course!
七年级上册U1,idea,/aɪˈdɪə/,主意；想法,Good idea!
七年级上册U1,example,/ɪɡˈzɑːmpl/,例子；榜样,For example.
七年级上册U1,exercise,/ˈeksəsaɪz/,练习；锻炼,Do the exercise.
七年级上册U1,homework,/ˈhəʊmwɜːk/,家庭作业,Do your homework.
七年级上册U1,lesson,/ˈlesn/,课；教训,Lesson 1.
七年级上册U1,class,/klɑːs/,班级；课,Class is over.
七年级上册U1,grade,/ɡreɪd/,年级；分数,I'm in Grade 7.
七年级上册U1,test,/test/,测试,We have a test.
七年级上册U1,exam,/ɪɡˈzæm/,考试,The final exam.
七年级上册U1,mark,/mɑːk/,分数；记号,Get a good mark.
七年级上册U1,score,/skɔː(r)/,得分；分数,What's your score?
七年级上册U1,pass,/pɑːs/,通过；传递,Pass the exam.
七年级上册U1,win,/wɪn/,赢；获胜,Win the game.
七年级上册U1,lose,/luːz/,输；丢失,Don't lose your book.
七年级上册U1,try,/traɪ/,尝试；努力,Try your best!
