年级单元,单词,音标,释义,例句
九年级全一册U14,double,/ˈdʌbl/,加倍；两倍的,Double the amount please.
九年级全一册U14,overcome,/ˌəʊvəˈkʌm/,克服；战胜,You can overcome difficulties.
九年级全一册U14,graduate,/ˈɡrædʒueɪt/,毕业；获得学位,He graduated last year.
九年级全一册U14,graduation,/ˌɡrædʒuˈeɪʃn/,毕业,Graduation is in June.
九年级全一册U14,senior,/ˈsiːniə(r)/,级别（或地位）高的,He is in senior high school.
九年级全一册U14,text,/tekst/,课文；文本,Read the text out loud.
九年级全一册U14,level,/ˈlevl/,水平,She studies at an advanced level.
九年级全一册U14,degree,/dɪˈɡriː/,（大学）学位；度数,She has a degree in English.
九年级全一册U14,manager,/ˈmænɪdʒə(r)/,经理；经营者,He is the store manager.
九年级全一册U14,trust,/trʌst/,信任；信赖,I trust you completely.
九年级全一册U14,gentleman,/ˈdʒentlmən/,先生；绅士,He is a perfect gentleman.
九年级全一册U14,ceremony,/ˈserəməni/,典礼；仪式,The opening ceremony was grand.
九年级全一册U14,congratulate,/kənˈɡrætʃuleɪt/,祝贺,I congratulate you on your success.
九年级全一册U14,congratulation,/kənˌɡrætʃuˈleɪʃn/,祝贺,Congratulations on your graduation!
九年级全一册U14,thirsty,/ˈθɜːsti/,渴望的；口渴的,I am thirsty for knowledge.
九年级全一册U14,thankful,/ˈθæŋkfl/,感谢；感激,I am thankful for your help.
九年级全一册U14,task,/tɑːsk/,任务；工作,Finish the task before 5 pm.
九年级全一册U14,ahead,/əˈhed/,向前面；在前面,Go ahead.
九年级全一册U14,responsible,/rɪˈspɒnsəbl/,有责任心的,Be responsible for your actions.
九年级全一册U14,separate,/ˈseprət/,单独的；分离的；分开,Let's separate into groups.
九年级全一册U14,wing,/wɪŋ/,翅膀；翼,The bird spread its wings.
九年级全一册U3,restroom,/ˈrestruːm/,洗手间；公共厕所,Where is the restroom?
九年级全一册U3,stamp,/stæmp/,邮票；印章,I collect stamps.
九年级全一册U3,postcard,/ˈpəʊstkɑːd/,明信片,I sent a postcard.
九年级全一册U3,pardon,/ˈpɑːdn/,请再说一遍,Pardon me?
九年级全一册U3,washroom,/ˈwɒʃruːm/,洗手间；厕所,The washroom is on the left.
九年级全一册U3,bathroom,/ˈbɑːθruːm/,浴室；洗手间,May I use your bathroom?
九年级全一册U3,quick,/kwɪk/,快的；迅速的,Be quick!
九年级全一册U3,rush,/rʌʃ/,仓促；急促,Don't rush.
九年级全一册U3,suggest,/səˈdʒest/,建议；提议,I suggest we go now.
九年级全一册U3,staff,/stɑːf/,管理人员；职工,The staff are friendly.
九年级全一册U3,grape,/ɡreɪp/,葡萄,Grapes are sweet.
九年级全一册U3,central,/ˈsentrəl/,中心的；中央的,It's in central park.
九年级全一册U3,mail,/meɪl/,邮寄；发电子邮件,I'll mail you the details.
九年级全一册U3,fascinating,/ˈfæsɪneɪtɪŋ/,迷人的；有吸引力的,The movie is fascinating.
九年级全一册U3,convenient,/kənˈviːniənt/,便利的；方便的,The bus is convenient.
九年级全一册U3,mall,/mɔːl/,商场；购物中心,Let's go to the mall.
九年级全一册U3,clerk,/klɑːk/,职员,The clerk helped me.
九年级全一册U3,corner,/ˈkɔːnə(r)/,拐角；角落,The cafe is on the corner.
九年级全一册U3,polite,/pəˈlaɪt/,有礼貌的,Be polite to others.
九年级全一册U3,politely,/pəˈlaɪtli/,礼貌地,Speak politely.
九年级全一册U3,speaker,/ˈspiːkə(r)/,讲某种语言的人；发言者,He is a native speaker.
九年级全一册U3,request,/rɪˈkwest/,要求；请求,Make a request.
九年级全一册U3,choice,/tʃɔɪs/,选择,Make a good choice.
九年级全一册U3,direction,/dəˈrekʃn/,方向,Which direction?
九年级全一册U3,correct,/kəˈrekt/,正确的,Your answer is correct.
九年级全一册U3,direct,/dəˈrekt/,直接的,Give a direct answer.
九年级全一册U3,address,/əˈdres/,地址,My address is No.1 Street.
九年级全一册U4,humorous,/ˈhjuːmərəs/,有幽默感的,He is a humorous man.
九年级全一册U4,silent,/ˈsaɪlənt/,沉默的,Keep silent in the library.
九年级全一册U4,helpful,/ˈhelpfl/,有帮助的,This book is helpful.
九年级全一册U4,score,/skɔː(r)/,得分,What's your score?
九年级全一册U4,background,/ˈbækɡraʊnd/,背景,What's your background?
九年级全一册U4,interview,/ˈɪntəvjuː/,采访；面试,I have a job interview.
九年级全一册U4,Asian,/ˈeɪʃn/,亚洲的；亚洲人,China is an Asian country.
九年级全一册U4,dare,/deə(r)/,敢于；胆敢,I dare to try.
九年级全一册U4,private,/ˈpraɪvət/,私人的,This is private.
九年级全一册U4,guard,/ɡɑːd/,警卫；守卫,The guard stands at the gate.
九年级全一册U4,require,/rɪˈkwaɪə(r)/,需要；要求,This requires patience.
九年级全一册U4,British,/ˈbrɪtɪʃ/,英国的；英国人的,He is British.
九年级全一册U4,speech,/spiːtʃ/,讲话；发言,He gave a speech.
九年级全一册U4,influence,/ˈɪnfluəns/,影响,His words influenced me.
九年级全一册U4,seldom,/ˈseldəm/,不常；很少,I seldom eat fast food.
九年级全一册U4,proud,/praʊd/,自豪的,I am proud of you.
九年级全一册U4,absent,/ˈæbsənt/,缺席,He is absent today.
九年级全一册U4,fail,/feɪl/,失败,Don't be afraid to fail.
九年级全一册U4,examination,/ɪɡˌzæmɪˈneɪʃn/,考试,The examination is next week.
九年级全一册U4,exactly,/ɪɡˈzæktli/,确切地,That's exactly right.
九年级全一册U4,pride,/praɪd/,自豪；骄傲,Take pride in your work.
九年级全一册U5,chopsticks,/ˈtʃɒpstɪks/,筷子,Use chopsticks to eat noodles.
九年级全一册U5,coin,/kɔɪn/,硬币,He collects coins.
九年级全一册U5,fork,/fɔːk/,餐叉；叉子,We use a fork and knife.
九年级全一册U5,blouse,/blaʊz/,短上衣；衬衫,She wears a silk blouse.
九年级全一册U5,silver,/ˈsɪlvə(r)/,银；银器,The ring is silver.
九年级全一册U5,glass,/ɡlɑːs/,玻璃,The window is made of glass.
九年级全一册U5,cotton,/ˈkɒtn/,棉；棉花,This shirt is pure cotton.
九年级全一册U5,steel,/stiːl/,钢；钢铁,The bridge is made of steel.
九年级全一册U5,grass,/ɡrɑːs/,草；草地,Keep off the grass.
九年级全一册U5,leaf,/liːf/,叶；叶子,Leaves turn yellow in autumn.
九年级全一册U5,produce,/prəˈdjuːs/,生产；制造,The factory produces toys.
九年级全一册U5,widely,/ˈwaɪdli/,广泛地,English is widely used.
九年级全一册U5,local,/ˈləʊkl/,当地的；本地的,We buy local food.
九年级全一册U5,brand,/brænd/,品牌；牌子,What brand is your phone?
九年级全一册U5,avoid,/əˈvɔɪd/,避免；回避,Avoid junk food.
九年级全一册U5,product,/ˈprɒdʌkt/,产品；制品,This product is made in China.
九年级全一册U5,handbag,/ˈhændbæɡ/,手提包,She carries a leather handbag.
九年级全一册U5,mobile,/ˈməʊbaɪl/,可移动的,The mobile phone is useful.
九年级全一册U5,surface,/ˈsɜːfɪs/,表面；表层,The surface is smooth.
九年级全一册U5,postman,/ˈpəʊstmən/,邮递员,The postman delivers mail.
九年级全一册U5,cap,/kæp/,帽子,He wears a blue cap.
九年级全一册U5,glove,/ɡlʌv/,手套,Put on your gloves.
九年级全一册U5,international,/ˌɪntəˈnæʃnəl/,国际的,English is an international language.
九年级全一册U5,paint,/peɪnt/,用颜料画；油漆,Let's paint the wall.
九年级全一册U5,form,/fɔːm/,形式；类型,Fill in the form.
九年级全一册U5,clay,/kleɪ/,黏土；陶土,The bowl is made of clay.
九年级全一册U5,balloon,/bəˈluːn/,气球,The balloon rose into the sky.
九年级全一册U5,scissors,/ˈsɪzəz/,剪刀,Be careful with scissors.
九年级全一册U5,lively,/ˈlaɪvli/,生气勃勃的,The party was lively.
九年级全一册U5,heat,/hiːt/,热；高温,Heat the water to 100 degrees.
九年级全一册U5,complete,/kəmˈpliːt/,完成,Complete your homework first.
九年级全一册U6,heel,/hiːl/,鞋跟；足跟,She wears high heels.
九年级全一册U6,electricity,/ɪˌlekˈtrɪsəti/,电；电能,Don't waste electricity.
九年级全一册U6,scoop,/skuːp/,勺；铲子,Use a scoop for ice cream.
九年级全一册U6,style,/staɪl/,样式；款式,I like the style.
九年级全一册U6,project,/ˈprɒdʒekt/,项目；工程,We have a group project.
九年级全一册U6,pleasure,/ˈpleʒə(r)/,高兴；愉快,It's my pleasure.
九年级全一册U6,zipper,/ˈzɪpə(r)/,拉链；拉锁,The zipper is broken.
九年级全一册U6,daily,/ˈdeɪli/,每日的；日常的,This is my daily routine.
九年级全一册U6,website,/ˈwebsaɪt/,网站,Visit our website.
九年级全一册U6,pioneer,/ˌpaɪəˈnɪə(r)/,先锋；先驱,He is a pioneer in science.
九年级全一册U6,list,/lɪst/,列表；列清单,Make a list.
九年级全一册U6,mention,/ˈmenʃn/,提到；说到,Don't mention it.
九年级全一册U6,nearly,/ˈnɪəli/,几乎；差不多,It's nearly 5 o'clock.
九年级全一册U6,boil,/bɔɪl/,煮沸；烧开,Boil some water.
九年级全一册U6,smell,/smel/,气味；闻到,The flowers smell nice.
九年级全一册U6,doubt,/daʊt/,疑惑；怀疑,No doubt about it.
九年级全一册U6,fridge,/frɪdʒ/,冰箱,Put the milk in the fridge.
九年级全一册U6,translate,/trænsˈleɪt/,翻译,Translate this sentence.
九年级全一册U6,lock,/lɒk/,锁上；锁住,Lock the door.
九年级全一册U6,earthquake,/ˈɜːθkweɪk/,地震,The earthquake shook the city.
九年级全一册U6,sudden,/ˈsʌdn/,突然（的）,All of a sudden.
九年级全一册U6,biscuit,/ˈbɪskɪt/,饼干,Have a biscuit.
九年级全一册U6,cookie,/ˈkʊki/,曲奇饼干,I love cookies.
九年级全一册U6,instrument,/ˈɪnstrəmənt/,器械；仪器；工具,The piano is an instrument.
九年级全一册U6,crispy,/ˈkrɪspi/,脆的；酥脆的,The chicken is crispy.
九年级全一册U6,sour,/ˈsaʊə(r)/,酸的；有酸味的,The lemon is sour.
九年级全一册U6,customer,/ˈkʌstəmə(r)/,顾客；客户,The customer is always right.
九年级全一册U6,Canadian,/kəˈneɪdiən/,加拿大（人）的,She is Canadian.
九年级全一册U6,divide,/dɪˈvaɪd/,分开；分散,Divide into groups.
九年级全一册U6,purpose,/ˈpɜːpəs/,目的；目标,What's your purpose?
九年级全一册U6,basket,/ˈbɑːskɪt/,篮；筐,Put the fruit in the basket.
九年级全一册U6,hero,/ˈhɪərəʊ/,英雄；男主角,He is a national hero.
九年级全一册U7,smoke,/sməʊk/,冒烟；吸烟；烟,Smoking is bad for health.
九年级全一册U7,pierce,/pɪəs/,扎；刺破；穿透,She pierced her ears.
九年级全一册U7,license,/ˈlaɪsns/,证；证件,He got his driver's license.
九年级全一册U7,safety,/ˈseɪfti/,安全；安全性,For safety wear a seat belt.
九年级全一册U7,earring,/ˈɪərɪŋ/,耳环；耳饰,She wears earrings.
九年级全一册U7,cry,/kraɪ/,哭；叫喊,Don't cry.
九年级全一册U7,field,/fiːld/,田野；场地,The children play in the field.
九年级全一册U7,hug,/hʌɡ/,拥抱；搂抱,Give me a hug.
九年级全一册U7,lift,/lɪft/,举起；抬高；电梯,Lift the box.
九年级全一册U7,awful,/ˈɔːfl/,很坏的；讨厌的,The weather is awful.
九年级全一册U7,regret,/rɪˈɡret/,感到遗憾；懊悔,I regret my mistake.
九年级全一册U7,poem,/ˈpəʊɪm/,诗；韵文,He wrote a poem.
九年级全一册U7,bedroom,/ˈbedruːm/,卧室,My bedroom is tidy.
九年级全一册U7,community,/kəˈmjuːnəti/,社区；社团,We live in a community.
九年级全一册U7,chance,/tʃɑːns/,机会；可能性,Give me a chance!
九年级全一册U7,manage,/ˈmænɪdʒ/,设法做到；应付,She manages her time well.
九年级全一册U7,society,/səˈsaɪəti/,社会,We live in a modern society.
九年级全一册U7,educate,/ˈedʒukeɪt/,教育；教导,Parents should educate children.
九年级全一册U7,professional,/prəˈfeʃənl/,职业的；专业的,He is a professional.
九年级全一册U7,enter,/ˈentə(r)/,进来；进去,Please enter the room.
九年级全一册U7,support,/səˈpɔːt/,支持,My family supports me.
九年级全一册U8,truck,/trʌk/,卡车；货车,The truck carries goods.
九年级全一册U8,rabbit,/ˈræbɪt/,兔；野兔,Rabbits are cute.
九年级全一册U8,whose,/huːz/,谁的,Whose book is this?
九年级全一册U8,attend,/əˈtend/,出席；参加,He attends the meeting.
九年级全一册U8,valuable,/ˈvæljuəbl/,很有用的；宝贵的,This is a valuable painting.
九年级全一册U8,pink,/pɪŋk/,粉红色的；粉红色,She likes pink.
九年级全一册U8,picnic,/ˈpɪknɪk/,野餐,We had a picnic.
九年级全一册U8,somebody,/ˈsʌmbədi/,某人；重要人物,Somebody is calling.
九年级全一册U8,anybody,/ˈenibɒdi/,任何人,Is anybody there?
九年级全一册U8,noise,/nɔɪz/,声音；噪音,Don't make noise.
九年级全一册U8,policeman,/pəˈliːsmən/,男警察,The policeman helped us.
九年级全一册U8,wolf,/wʊlf/,狼,The wolf howled at the moon.
九年级全一册U8,laboratory,/ləˈbɒrətri/,实验室,We do experiments in the lab.
九年级全一册U8,coat,/kəʊt/,外套；外衣,Put on your coat.
九年级全一册U8,sleepy,/ˈsliːpi/,困倦的；瞌睡的,I feel sleepy.
九年级全一册U8,pocket,/ˈpɒkɪt/,衣袋；口袋,He put the key in his pocket.
九年级全一册U8,alien,/ˈeɪliən/,外星人,The movie is about aliens.
九年级全一册U8,suit,/suːt/,西服；套装,He wears a suit.
九年级全一册U8,express,/ɪkˈspres/,表示；表达,Express your feelings.
九年级全一册U8,circle,/ˈsɜːkl/,圆圈；圈出,Draw a circle.
九年级全一册U8,receive,/rɪˈsiːv/,接受；收到,I received a gift.
九年级全一册U8,leader,/ˈliːdə(r)/,领导；领袖,She is a good leader.
九年级全一册U8,medical,/ˈmedɪkl/,医疗的；医学的,He needs medical help.
九年级全一册U8,prevent,/prɪˈvent/,阻止；阻挠,Prevent accidents.
九年级全一册U8,energy,/ˈenədʒi/,精力；力量,Children have lots of energy.
九年级全一册U8,position,/pəˈzɪʃn/,位置；地方,What's your position?
九年级全一册U8,victory,/ˈvɪktəri/,胜利；成功,The team celebrated victory.
九年级全一册U8,enemy,/ˈenəmi/,敌人；仇人,He has no enemies.
九年级全一册U8,period,/ˈpɪəriəd/,一段时间；时期,The first period is English.
九年级全一册U8,mystery,/ˈmɪstəri/,奥秘；神秘事物,The story is a mystery.
九年级全一册U9,prefer,/prɪˈfɜː(r)/,更喜欢,I prefer tea to coffee.
九年级全一册U9,lyrics,/ˈlɪrɪks/,歌词,I love the lyrics.
九年级全一册U9,Australian,/ɒˈstreɪliən/,澳大利亚（人）的,He is Australian.
九年级全一册U9,electronic,/ɪˌlekˈtrɒnɪk/,电子（设备）的,Electronic music is popular.
九年级全一册U9,suppose,/səˈpəʊz/,推断；料想,I suppose so.
九年级全一册U9,smooth,/smuːð/,平滑的；悦耳的,The music sounds smooth.
九年级全一册U9,spare,/speə(r)/,空闲的；不用的,We have a spare room.
九年级全一册U9,case,/keɪs/,情况；实情,In that case I'll go.
九年级全一册U9,war,/wɔː(r)/,战争；战争状态,The war ended long ago.
九年级全一册U9,director,/dəˈrektə(r)/,导演；部门负责人,He is a film director.
九年级全一册U9,dialog,/ˈdaɪəlɒɡ/,对话；对白,Write a dialog.
九年级全一册U9,documentary,/ˌdɒkjumentri/,纪录片,I like watching documentaries.
九年级全一册U9,drama,/ˈdrɑːmə/,戏；剧,She is in a drama club.
九年级全一册U9,plenty,/ˈplenti/,大量；众多,There is plenty of food.
九年级全一册U9,shut,/ʃʌt/,关闭；关上,Please shut the door.
九年级全一册U9,superhero,/ˈsuːpəhɪərəʊ/,超级英雄,Spiderman is a superhero.
九年级全一册U9,horror,/ˈhɒrə(r)/,震惊；恐惧,I don't like horror movies.
九年级全一册U9,sense,/sens/,感觉到；意识到；感觉,I sense something wrong.
九年级全一册U9,pain,/peɪn/,痛苦；苦恼,He is in pain.
九年级全一册U9,reflect,/rɪˈflekt/,反映；映出,The mirror reflects your face.
九年级全一册U9,perform,/pəˈfɔːm/,表演；执行,She performed a song.
九年级全一册U9,amazing,/əˈmeɪzɪŋ/,令人惊奇（喜）的,The view is amazing!
九年级全一册U9,pity,/ˈpɪti/,遗憾；怜悯,What a pity!
九年级全一册U9,total,/ˈtəʊtl/,总数；合计；总的,The total is 50.
九年级全一册U9,master,/ˈmɑːstə(r)/,能手；主人；掌握,She masters three languages.
九年级全一册U9,praise,/preɪz/,表扬；赞扬,The teacher praised him.
九年级全一册U9,national,/ˈnæʃnəl/,国家的；民族的,National Day is October 1st.
九年级全一册U9,recall,/rɪˈkɔːl/,回忆起；回想起,I recall meeting him.
九年级全一册U9,wound,/wuːnd/,伤；伤口；创伤,The wound is healing.
九年级全一册U10,custom,/ˈkʌstəm/,风俗；习俗,Every country has customs.
九年级全一册U10,bow,/baʊ/,鞠躬,In Japan people bow.
九年级全一册U10,kiss,/kɪs/,亲吻；接吻,They kissed goodbye.
九年级全一册U10,greet,/ɡriːt/,和……打招呼；迎接,He greeted me.
九年级全一册U10,value,/ˈvæljuː/,重视；珍视；价值,I value our friendship.
九年级全一册U10,everyday,/ˈevrideɪ/,每天的；日常的,This is an everyday activity.
九年级全一册U10,capital,/ˈkæpɪtl/,首都；国都,Beijing is the capital.
九年级全一册U10,noon,/nuːn/,正午；中午,We eat lunch at noon.
九年级全一册U10,mad,/mæd/,很生气；疯的,Don't get mad.
九年级全一册U10,traffic,/ˈtræfɪk/,交通；路上行驶的车辆,Traffic is heavy.
九年级全一册U10,somewhere,/ˈsʌmweə(r)/,在某处；到某处,Let's go somewhere warm.
九年级全一册U10,passport,/ˈpɑːspɔːt/,护照,You need a passport.
九年级全一册U10,chalk,/tʃɔːk/,粉笔,Write with chalk.
九年级全一册U10,blackboard,/ˈblækbɔːd/,黑板,Clean the blackboard.
九年级全一册U10,northern,/ˈnɔːðən/,北方的；北部的,It's cold in northern China.
九年级全一册U10,coast,/kəʊst/,海岸；海滨,We drove along the coast.
九年级全一册U10,season,/ˈsiːzn/,季；季节,Spring is my favorite season.
九年级全一册U10,knock,/nɒk/,敲；击,Knock on the door.
九年级全一册U10,eastern,/ˈiːstən/,东方的；东部的,The sun rises in the east.
九年级全一册U10,worth,/wɜːθ/,值得；有价值（的）,The movie is worth watching.
九年级全一册U10,manner,/ˈmænə(r)/,方式；（pl.）礼貌,Good manners matter.
九年级全一册U10,empty,/ˈempti/,空的；空洞的,The room is empty.
九年级全一册U10,basic,/ˈbeɪsɪk/,基本的；基础的,These are basic skills.
九年级全一册U10,exchange,/ɪksˈtʃeɪndʒ/,交换,We exchange gifts.
九年级全一册U10,behave,/bɪˈheɪv/,表现；举止,Behave yourself.
九年级全一册U10,except,/ɪkˈsept/,除……之外,Everyone except me went.
九年级全一册U10,elbow,/ˈelbəʊ/,肘；胳膊,Don't put elbows on the table.
九年级全一册U10,gradually,/ˈɡrædʒuəli/,逐步地；渐进地,The weather gradually warmed.
九年级全一册U10,suggestion,/səˈdʒestʃən/,建议,Give me some suggestions.
九年级全一册U11,friendship,/ˈfrendʃɪp/,友谊；友情,Friendship is valuable.
九年级全一册U11,king,/kɪŋ/,国王；君主,The king lives in a palace.
九年级全一册U11,power,/ˈpaʊə(r)/,权力；力量,Knowledge is power.
九年级全一册U11,minister,/ˈmɪnɪstə(r)/,大臣；部长,He is the prime minister.
九年级全一册U11,banker,/ˈbæŋkə(r)/,银行家,His father is a banker.
九年级全一册U11,fame,/feɪm/,名声；声誉,He won fame as an actor.
九年级全一册U11,palace,/ˈpæləs/,王宫；宫殿,The palace has 100 rooms.
九年级全一册U11,wealth,/welθ/,财富,Health is more important than wealth.
九年级全一册U11,lemon,/ˈlemən/,柠檬,Add some lemon juice.
九年级全一册U11,weight,/weɪt/,重量；分量,What's your weight?
九年级全一册U11,shoulder,/ˈʃəʊldə(r)/,肩膀,He carried the bag on his shoulder.
九年级全一册U11,goal,/ɡəʊl/,球门；目标,Set a goal for yourself.
九年级全一册U11,coach,/kəʊtʃ/,教练；私人教师,The coach trains the team.
九年级全一册U11,courage,/ˈkʌrɪdʒ/,勇气；意志,She showed great courage.
九年级全一册U11,rather,/ˈrɑːðə(r)/,宁愿；相当,I would rather stay home.
九年级全一册U11,pull,/pʊl/,拉；拖,Pull the door open.
九年级全一册U11,relief,/rɪˈliːf/,轻松；解脱,What a relief!
九年级全一册U11,nod,/nɒd/,点头,She nodded in agreement.
九年级全一册U11,fault,/fɔːlt/,过失；缺点,It's my fault.
九年级全一册U11,disappoint,/ˌdɪsəˈpɔɪnt/,使失望,Don't disappoint your parents.
九年级全一册U12,backpack,/ˈbækpæk/,背包；旅行包,He packed his backpack.
九年级全一册U12,oversleep,/ˌəʊvəˈsliːp/,睡过头,I overslept.
九年级全一册U12,block,/blɒk/,街区,Walk two blocks.
九年级全一册U12,stare,/steə(r)/,盯着看；凝视,Don't stare at people.
九年级全一册U12,disbelief,/ˌdɪsbɪˈliːf/,不信；怀疑,He stared at me in disbelief.
九年级全一册U12,above,/əˈbʌv/,在……上面,The plane flew above.
九年级全一册U12,burn,/bɜːn/,燃烧,The paper burnt quickly.
九年级全一册U12,alive,/əˈlaɪv/,活着；有生气的,He is still alive.
九年级全一册U12,airport,/ˈeəpɔːt/,机场,We went to the airport.
九年级全一册U12,cream,/kriːm/,奶油；乳脂,Add cream to coffee.
九年级全一册U12,bean,/biːn/,豆；豆荚,Green beans are healthy.
九年级全一册U12,market,/ˈmɑːkɪt/,市场；集市,We buy vegetables at the market.
九年级全一册U12,costume,/ˈkɒstjuːm/,服装；装束,He wore a Halloween costume.
九年级全一册U12,embarrassed,/ɪmˈbærəst/,窘迫的；害羞的,I felt embarrassed.
九年级全一册U12,announce,/əˈnaʊns/,宣布；宣告,The teacher announced the exam.
九年级全一册U12,spaghetti,/spəˈɡeti/,意大利面条,We had spaghetti.
九年级全一册U12,hoax,/həʊks/,骗局；恶作剧,The story was a hoax.
九年级全一册U12,discovery,/dɪˈskʌvəri/,发现；发觉,The discovery changed history.
九年级全一册U12,fool,/fuːl/,愚弄；傻瓜,April Fools' Day.
九年级全一册U12,cancel,/ˈkænsl/,取消；终止,The flight was cancelled.
九年级全一册U12,disappear,/ˌdɪsəˈpɪə(r)/,消失；不见,The cat disappeared.
九年级全一册U13,litter,/ˈlɪtə(r)/,乱扔；垃圾,Don't litter.
九年级全一册U13,bottom,/ˈbɒtəm/,底部；最下部,The ball sank to the bottom.
九年级全一册U13,fisherman,/ˈfɪʃəmən/,渔民；钓鱼的人,The fishermen went to sea.
九年级全一册U13,coal,/kəʊl/,煤；煤块,Coal is used for heating.
九年级全一册U13,ugly,/ˈʌɡli/,丑陋的；难看的,The building is ugly.
九年级全一册U13,advantage,/ədˈvɑːntɪdʒ/,优点；有利条件,Every coin has two sides.
九年级全一册U13,wooden,/ˈwʊdn/,木制的；木头的,The house has wooden floors.
九年级全一册U13,plastic,/ˈplæstɪk/,塑料的；塑料,Reduce plastic waste.
九年级全一册U13,shark,/ʃɑːk/,鲨鱼,Sharks are dangerous.
九年级全一册U13,cruel,/ˈkruːəl/,残酷的；残忍的,Don't be cruel to animals.
九年级全一册U13,harmful,/ˈhɑːmfl/,有害的,Smoking is harmful.
九年级全一册U13,chain,/tʃeɪn/,链子；链条,The dog is on a chain.
九年级全一册U13,ecosystem,/ˈiːkəʊsɪstəm/,生态系统,The forest ecosystem is fragile.
九年级全一册U13,industry,/ˈɪndəstri/,工业；行业,The car industry is growing.
九年级全一册U13,recycle,/ˌriːˈsaɪkl/,再循环；回收利用,Recycle paper.
九年级全一册U13,afford,/əˈfɔːd/,负担得起,I can't afford a new car.
九年级全一册U13,transportation,/ˌtrænspɔːˈteɪʃn/,交通运输,Public transportation is convenient.
九年级全一册U13,reusable,/ˌriːˈjuːzəbl/,可重复使用的,Use reusable bags.
九年级全一册U14,survey,/ˈsɜːveɪ/,调查,We did a survey.
九年级全一册U14,standard,/ˈstændəd/,标准；水平,The living standard is improving.
九年级全一册U14,keyboard,/ˈkiːbɔːd/,键盘式电子乐器；键盘,He plays the keyboard.
九年级全一册U14,method,/ˈmeθəd/,方法；措施,This method works.
九年级全一册U14,instruction,/ɪnˈstrʌkʃn/,指示；命令,Follow the instructions.
九年级全一册U14,double,/ˈdʌbl/,加倍；两倍的,Double the amount.
九年级全一册U14,overcome,/ˌəʊvəˈkʌm/,克服；战胜,You can overcome difficulties.
九年级全一册U14,graduate,/ˈɡrædʒueɪt/,毕业；获得学位,He graduated last year.
九年级全一册U14,graduation,/ˌɡrædʒuˈeɪʃn/,毕业,Graduation is in June.
九年级全一册U14,senior,/ˈsiːniə(r)/,级别（或地位）高的,He is in senior high.
九年级全一册U14,text,/tekst/,课文；文本,Read the text.
九年级全一册U14,level,/ˈlevl/,水平,She studies at an advanced level.
九年级全一册U14,degree,/dɪˈɡriː/,（大学）学位；度数,She has a degree.
九年级全一册U14,manager,/ˈmænɪdʒə(r)/,经理；经营者,He is the store manager.
九年级全一册U14,trust,/trʌst/,信任；信赖,I trust you.
九年级全一册U14,gentleman,/ˈdʒentlmən/,先生；绅士,He is a gentleman.
九年级全一册U14,ceremony,/ˈserəməni/,典礼；仪式,The ceremony was grand.
九年级全一册U14,congratulate,/kənˈɡrætʃuleɪt/,祝贺,I congratulate you!
九年级全一册U14,congratulation,/kənˌɡrætʃuˈleɪʃn/,祝贺,Congratulations!
九年级全一册U14,thirsty,/ˈθɜːsti/,渴望的；口渴的,I am thirsty for knowledge.
九年级全一册U14,thankful,/ˈθæŋkfl/,感谢；感激,I am thankful for your help.
九年级全一册U14,task,/tɑːsk/,任务；工作,Finish the task.
九年级全一册U14,ahead,/əˈhed/,向前面；在前面,Go ahead.
九年级全一册U14,responsible,/rɪˈspɒnsəbl/,有责任心的,Be responsible.
九年级全一册U14,separate,/ˈseprət/,单独的；分离的；分开,Separate into groups.
九年级全一册U14,wing,/wɪŋ/,翅膀；翼,The bird spread its wings.
九年级全一册U1,create,/kriˈeɪt/,创造；创建,He created a new method.
九年级全一册U1,partner,/ˈpɑːtnə(r)/,搭档；同伴,Work with your partner.
九年级全一册U1,review,/rɪˈvjuː/,回顾；复习,Review the lesson.
九年级全一册U1,knowledge,/ˈnɒlɪdʒ/,知识；学问,Knowledge is power.
九年级全一册U2,folk,/fəʊk/,民间的,I like folk music.
九年级全一册U2,goddess,/ˈɡɒdes/,女神,The goddess Chang'e.
九年级全一册U2,whoever,/huːˈevə(r)/,无论谁；不管什么人,Whoever you are.
九年级全一册U2,steal,/stiːl/,偷；窃取,Someone stole my wallet.
九年级全一册U2,lay,/leɪ/,放置；下蛋,The hen laid an egg.
九年级全一册U2,lie,/laɪ/,躺；说谎,Don't lie to your parents.
九年级全一册U2,admire,/ədˈmaɪə(r)/,欣赏；仰慕,I admire your work.
九年级全一册U3,beside,/bɪˈsaɪd/,在……旁边,Sit beside me.
九年级全一册U3,normally,/ˈnɔːməli/,通常；正常情况下,Normally I get up at 6.
九年级全一册U3,nearby,/ˌnɪəˈbaɪ/,在附近,There is a store nearby.
九年级全一册U3,impolite,/ˌɪmpəˈlaɪt/,不礼貌的；粗鲁的,It's impolite to interrupt.
九年级全一册U4,European,/ˌjʊərəˈpiːən/,欧洲的,France is a European country.
九年级全一册U4,African,/ˈæfrɪkən/,非洲的,Africa is a large continent.
九年级全一册U4,deal,/diːl/,处理；应对,How do you deal with stress?
九年级全一册U5,material,/məˈtɪəriəl/,材料；原料,What material is this?
九年级全一册U5,process,/ˈprəʊses/,过程；加工,The product goes through a process.
九年级全一册U5,traffic,/ˈtræfɪk/,交通,Traffic is heavy.
九年级全一册U5,environmental,/ɪnˌvaɪrənˈmentl/,环境的,Environmental protection is important.
